Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
DG6S9EI9,conferencePaper,2019,"Liu, Yaojie; Stehouwer, Joel; Jourabloo, Amin; Liu, Xiaoming",Deep Tree Learning for Zero-Shot Face Anti-Spoofing,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00481,https://ieeexplore.ieee.org/document/8953776/,"Face anti-spooﬁng is designed to prevent face recognition systems from recognizing fake faces as the genuine users. While advanced face anti-spooﬁng methods are developed, new types of spoof attacks are also being created and becoming a threat to all existing systems. We deﬁne the detection of unknown spoof attacks as Zero-Shot Face Anti-spooﬁng (ZSFA). Previous ZSFA works only study 12 types of spoof attacks, such as print/replay, which limits the insight of this problem. In this work, we investigate the ZSFA problem in a wide range of 13 types of spoof attacks, including print, replay, 3D mask, and so on. A novel Deep Tree Network (DTN) is proposed to partition the spoof samples into semantic sub-groups in an unsupervised fashion. When a data sample arrives, being know or unknown attacks, DTN routes it to the most similar spoof cluster, and makes the binary decision. In addition, to enable the study of ZSFA, we introduce the ﬁrst face anti-spooﬁng database that contains diverse types of spoof attacks. Experiments show that our proposed method achieves the state of the art on multiple testing protocols of ZSFA.",Jun-19,2020/7/19 7:04,2020/7/19 7:04,2020/7/19 7:04,4675-4684,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\J46FT2HQ\Liu 等。 - 2019 - Deep Tree Learning for Zero-Shot Face Anti-Spoofin.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
QNHRUPBG,conferencePaper,2019,"Taran, Olga; Rezaeifar, Shideh; Holotyak, Taras; Voloshynovskiy, Slava",Defending Against Adversarial Attacks by Randomized Diversification,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.01148,https://ieeexplore.ieee.org/document/8953443/,"The vulnerability of machine learning systems to adversarial attacks questions their usage in many applications. In this paper, we propose a randomized diversiﬁcation as a defense strategy. We introduce a multi-channel architecture in a gray-box scenario, which assumes that the architecture of the classiﬁer and the training data set are known to the attacker. The attacker does not only have access to a secret key and to the internal states of the system at the test time. The defender processes an input in multiple channels. Each channel introduces its own randomization in a special transform domain based on a secret key shared between the training and testing stages. Such a transform based randomization with a shared key preserves the gradients in key-deﬁned sub-spaces for the defender but it prevents gradient back propagation and the creation of various bypass systems for the attacker. An additional beneﬁt of multi-channel randomization is the aggregation that fuses soft-outputs from all channels, thus increasing the reliability of the ﬁnal score. The sharing of a secret key creates an information advantage to the defender. Experimental evaluation demonstrates an increased robustness of the proposed method to a number of known state-of-the-art attacks.",Jun-19,2020/7/19 7:05,2020/7/19 7:05,2020/7/19 7:05,11218-11225,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\WIGT7XZM\Taran 等。 - 2019 - Defending Against Adversarial Attacks by Randomize.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
BSQP28NF,conferencePaper,2019,"Dubey, Abhimanyu; Maaten, Laurens van der; Yalniz, Zeki; Li, Yixuan; Mahajan, Dhruv",Defense Against Adversarial Images Using Web-Scale Nearest-Neighbor Search,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00897,https://ieeexplore.ieee.org/document/8954397/,"A plethora of recent work has shown that convolutional networks are not robust to adversarial images: images that are created by perturbing a sample from the data distribution as to maximize the loss on the perturbed example. In this work, we hypothesize that adversarial perturbations move the image away from the image manifold in the sense that there exists no physical process that could have produced the adversarial image. This hypothesis suggests that a successful defense mechanism against adversarial images should aim to project the images back onto the image manifold. We study such defense mechanisms, which approximate the projection onto the unknown image manifold by a nearest-neighbor search against a web-scale image database containing tens of billions of images. Empirical evaluations of this defense strategy on ImageNet suggest that it is very effective in attack settings in which the adversary does not have access to the image database. We also propose two novel attack methods to break nearestneighbor defenses, and demonstrate conditions under which nearest-neighbor defense fails. We perform a series of ablation experiments, which suggest that there is a trade-off between robustness and accuracy in our defenses, that a large image database (with hundreds of millions of images) is crucial to get good performance, and that careful construction the image database is important to be robust against attacks tailored to circumvent our defenses.",Jun-19,2020/7/19 7:05,2020/7/19 7:05,2020/7/19 7:05,8759-8768,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\MNPJYUDU\Dubey 等。 - 2019 - Defense Against Adversarial Images Using Web-Scale.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
QKBAQ9TW,conferencePaper,2019,"Liu, Jiayang; Zhang, Weiming; Zhang, Yiwei; Hou, Dongdong; Liu, Yujia; Zha, Hongyue; Yu, Nenghai",Detection Based Defense Against Adversarial Examples From the Steganalysis Point of View,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00496,https://ieeexplore.ieee.org/document/8953710/,"Deep Neural Networks (DNNs) have recently led to signiﬁcant improvements in many ﬁelds. However, DNNs are vulnerable to adversarial examples which are samples with imperceptible perturbations while dramatically misleading the DNNs. Moreover, adversarial examples can be used to perform an attack on various kinds of DNN based systems, even if the adversary has no access to the underlying model. Many defense methods have been proposed, such as obfuscating gradients of the networks or detecting adversarial examples. However it is proved out that these defense methods are not effective or cannot resist secondary adversarial attacks. In this paper, we point out that steganalysis can be applied to adversarial examples detection, and propose a method to enhance steganalysis features by estimating the probability of modiﬁcations caused by adversarial attacks. Experimental results show that the proposed method can accurately detect adversarial examples. Moreover, secondary adversarial attacks are hard to be directly performed to our method because our method is not based on a neural network but based on high-dimensional artiﬁcial features and Fisher Linear Discriminant ensemble.",Jun-19,2020/7/19 7:06,2020/7/19 7:06,2020/7/19 7:06,4820-4829,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\ECHGK93I\Liu 等。 - 2019 - Detection Based Defense Against Adversarial Exampl.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
M4AXIRBD,conferencePaper,2019,"Dong, Jianfeng; Li, Xirong; Xu, Chaoxi; Ji, Shouling; He, Yuan; Yang, Gang; Wang, Xun",Dual Encoding for Zero-Example Video Retrieval,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00957,https://ieeexplore.ieee.org/document/8953675/,"This paper attacks the challenging problem of zeroexample video retrieval. In such a retrieval paradigm, an end user searches for unlabeled videos by ad-hoc queries described in natural language text with no visual example provided. Given videos as sequences of frames and queries as sequences of words, an effective sequence-to-sequence cross-modal matching is required. The majority of existing methods are concept based, extracting relevant concepts from queries and videos and accordingly establishing associations between the two modalities. In contrast, this paper takes a concept-free approach, proposing a dual deep encoding network that encodes videos and queries into powerful dense representations of their own. Dual encoding is conceptually simple, practically effective and endto-end. As experiments on three benchmarks, i.e. MSRVTT, TRECVID 2016 and 2017 Ad-hoc Video Search show, the proposed solution establishes a new state-of-the-art for zero-example video retrieval.",Jun-19,2020/7/19 7:08,2020/7/19 7:08,2020/7/19 7:08,9338-9347,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\68IXQ45N\Dong 等。 - 2019 - Dual Encoding for Zero-Example Video Retrieval.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
6W6NT4NB,conferencePaper,2019,"Dong, Yinpeng; Su, Hang; Wu, Baoyuan; Li, Zhifeng; Liu, Wei; Zhang, Tong; Zhu, Jun",Efficient Decision-Based Black-Box Adversarial Attacks on Face Recognition,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00790,https://ieeexplore.ieee.org/document/8953400/,"Face recognition has obtained remarkable progress in recent years due to the great improvement of deep convolutional neural networks (CNNs). However, deep CNNs are vulnerable to adversarial examples, which can cause fateful consequences in real-world face recognition applications with security-sensitive purposes. Adversarial attacks are widely studied as they can identify the vulnerability of the models before they are deployed. In this paper, we evaluate the robustness of state-of-the-art face recognition models in the decision-based black-box attack setting, where the attackers have no access to the model parameters and gradients, but can only acquire hard-label predictions by sending queries to the target model. This attack setting is more practical in real-world face recognition systems. To improve the efﬁciency of previous methods, we propose an evolutionary attack algorithm, which can model the local geometry of the search directions and reduce the dimension of the search space. Extensive experiments demonstrate the effectiveness of the proposed method that induces a minimum perturbation to an input face image with fewer queries. We also apply the proposed method to attack a real-world face recognition system successfully.",Jun-19,2020/7/19 7:09,2020/7/19 7:09,2020/7/19 7:09,7706-7714,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\9U2VR2H4\Dong 等。 - 2019 - Efficient Decision-Based Black-Box Adversarial Att.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
L9SDECSM,conferencePaper,2019,"Dong, Yinpeng; Pang, Tianyu; Su, Hang; Zhu, Jun",Evading Defenses to Transferable Adversarial Examples by Translation-Invariant Attacks,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00444,https://ieeexplore.ieee.org/document/8953425/,"Deep neural networks are vulnerable to adversarial examples, which can mislead classiﬁers by adding imperceptible perturbations. An intriguing property of adversarial examples is their good transferability, making black-box attacks feasible in real-world applications. Due to the threat of adversarial attacks, many methods have been proposed to improve the robustness. Several state-of-the-art defenses are shown to be robust against transferable adversarial examples. In this paper, we propose a translation-invariant attack method to generate more transferable adversarial examples against the defense models. By optimizing a perturbation over an ensemble of translated images, the generated adversarial example is less sensitive to the white-box model being attacked and has better transferability. To improve the efﬁciency of attacks, we further show that our method can be implemented by convolving the gradient at the untranslated image with a pre-deﬁned kernel. Our method is generally applicable to any gradient-based attack method. Extensive experiments on the ImageNet dataset validate the effectiveness of the proposed method. Our best attack fools eight state-of-the-art defenses at an 82% success rate on average based only on the transferability, demonstrating the insecurity of the current defense techniques.",Jun-19,2020/7/19 7:11,2020/7/19 7:11,2020/7/19 7:11,4307-4316,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\RR32IIDX\Dong 等。 - 2019 - Evading Defenses to Transferable Adversarial Examp.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
UHBXFBUG,conferencePaper,2019,"Xu, Yan; Wu, Baoyuan; Shen, Fumin; Fan, Yanbo; Zhang, Yong; Shen, Heng Tao; Liu, Wei",Exact Adversarial Attack to Image Captioning via Structured Output Learning With Latent Variables,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00426,https://ieeexplore.ieee.org/document/8954337/,"In this work, we study the robustness of a CNN+RNN based image captioning system being subjected to adversarial noises. We propose to fool an image captioning system to generate some targeted partial captions for an image polluted by adversarial noises, even the targeted captions are totally irrelevant to the image content. A partial caption indicates that the words at some locations in this caption are observed, while words at other locations are not restricted. It is the ﬁrst work to study exact adversarial attacks of targeted partial captions. Due to the sequential dependencies among words in a caption, we formulate the generation of adversarial noises for targeted partial captions as a structured output learning problem with latent variables. Both the generalized expectation maximization algorithm and structural SVMs with latent variables are then adopted to optimize the problem. The proposed methods generate very successful attacks to three popular CNN+RNN based image captioning models. Furthermore, the proposed attack methods are used to understand the inner mechanism of image captioning systems, providing the guidance to further improve automatic image captioning systems towards human captioning.",Jun-19,2020/7/19 7:11,2020/7/19 7:11,2020/7/19 7:11,4130-4139,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\GWVWB4HG\Xu 等。 - 2019 - Exact Adversarial Attack to Image Captioning via S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
XJ2ZNY7M,conferencePaper,2019,"Yang, Xiao; Luo, Wenhan; Bao, Linchao; Gao, Yuan; Gong, Dihong; Zheng, Shibao; Li, Zhifeng; Liu, Wei","Face Anti-Spoofing: Model Matters, so Does Data",2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00362,https://ieeexplore.ieee.org/document/8953211/,"Face anti-spooﬁng is an important task in full-stack face applications including face detection, veriﬁcation, and recognition. Previous approaches build models on datasets which do not simulate the real-world data well (e.g., small scale, insigniﬁcant variance, etc.). Existing models may rely on auxiliary information, which prevents these antispooﬁng solutions from generalizing well in practice. In this paper, we present a data collection solution along with a data synthesis technique to simulate digital medium-based face spooﬁng attacks, which can easily help us obtain a large amount of training data well reﬂecting the real-world scenarios. Through exploiting a novel Spatio-Temporal Anti-Spoof Network (STASN), we are able to push the performance on public face anti-spooﬁng datasets over stateof-the-art methods by a large margin. Since the proposed model can automatically attend to discriminative regions, it makes analyzing the behaviors of the network possible. We conduct extensive experiments and show that the proposed model can distinguish spoof faces by extracting features from a variety of regions to seek out subtle evidences such as borders, moire patterns, reﬂection artifacts, etc.",Jun-19,2020/7/19 7:12,2020/7/19 7:12,2020/7/19 7:12,3502-3511,,,,,,Face Anti-Spoofing,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,"C:\Users\zhbli\Zotero\storage\YQSEKBX2\Yang 等。 - 2019 - Face Anti-Spoofing Model Matters, so Does Data.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
MULC28LV,journalArticle,,"Xie, Cihang; Wu, Yuxin",Feature Denoising for Improving Adversarial Robustness,,,,,,"Adversarial attacks to image classiﬁcation systems present challenges to convolutional networks and opportunities for understanding them. This study suggests that adversarial perturbations on images lead to noise in the features constructed by these networks. Motivated by this observation, we develop new network architectures that increase adversarial robustness by performing feature denoising. Speciﬁcally, our networks contain blocks that denoise the features using non-local means or other ﬁlters; the entire networks are trained end-to-end. When combined with adversarial training, our feature denoising networks substantially improve the state-of-the-art in adversarial robustness in both white-box and black-box attack settings. On ImageNet, under 10-iteration PGD white-box attacks where prior art has 27.9% accuracy, our method achieves 55.7%; even under extreme 2000-iteration PGD white-box attacks, our method secures 42.6% accuracy. Our method was ranked ﬁrst in Competition on Adversarial Attacks and Defenses (CAAD) 2018 — it achieved 50.6% classiﬁcation accuracy on a secret, ImageNet-like test dataset against 48 unknown attackers, surpassing the runner-up approach by ∼10%. Code is available at https://github.com/facebookresearch/ ImageNet-Adversarial-Training.",,2020/7/19 7:13,2020/7/19 7:13,,9,,,,,,,,,,,,,en,,,,,Zotero,,,,C:\Users\zhbli\Zotero\storage\UXZ7PHLE\Xie 和 Wu - Feature Denoising for Improving Adversarial Robust.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN5DTWW,conferencePaper,2019,"Inkawhich, Nathan; Wen, Wei; Li, Hai Helen; Chen, Yiran",Feature Space Perturbations Yield More Transferable Adversarial Examples,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00723,https://ieeexplore.ieee.org/document/8953700/,"Many recent works have shown that deep learning models are vulnerable to quasi-imperceptible input perturbations, yet practitioners cannot fully explain this behavior. This work describes a transfer-based blackbox targeted adversarial attack of deep feature space representations that also provides insights into cross-model class representations of deep CNNs. The attack is explicitly designed for transferability and drives feature space representation of a source image at layer L towards the representation of a target image at L. The attack yields highly transferable targeted examples, which outperform competition winning methods by over 30% in targeted attack metrics. We also show the choice of L to generate examples from is important, transferability characteristics are blackbox model agnostic, and indicate that well trained deep models have similar highly-abstract representations.",Jun-19,2020/7/19 7:13,2020/7/19 7:13,2020/7/19 7:13,7059-7067,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\FCFTYJU3\Inkawhich 等。 - 2019 - Feature Space Perturbations Yield More Transferabl.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
MF55K8FT,conferencePaper,2019,"Xiang, Chong; Qi, Charles R.; Li, Bo",Generating 3D Adversarial Point Clouds,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00935,https://ieeexplore.ieee.org/document/8953645/,"Deep neural networks are known to be vulnerable to adversarial examples which are carefully crafted instances to cause the models to make wrong predictions. While adversarial examples for 2D images and CNNs have been extensively studied, less attention has been paid to 3D data such as point clouds. Given many safety-critical 3D applications such as autonomous driving, it is important to study how adversarial point clouds could affect current deep 3D models. In this work, we propose several novel algorithms to craft adversarial point clouds against PointNet, a widely used deep neural network for point cloud processing. Our algorithms work in two ways: adversarial point perturbation and adversarial point generation. For point perturbation, we shift existing points negligibly. For point generation, we generate either a set of independent and scattered points or a small number (1-3) of point clusters with meaningful shapes such as balls and airplanes which could be hidden in the human psyche. In addition, we formulate six perturbation measurement metrics tailored to the attacks in point clouds and conduct extensive experiments to evaluate the proposed algorithms on the ModelNet40 3D shape classiﬁcation dataset. Overall, our attack algorithms achieve a success rate higher than 99% for all targeted attacks 1.",Jun-19,2020/7/19 7:15,2020/7/19 7:15,2020/7/19 7:15,9128-9136,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\G67FJUDQ\Xiang 等。 - 2019 - Generating 3D Adversarial Point Clouds.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
PY59RLDH,conferencePaper,2019,"Xie, Cihang; Zhang, Zhishuai; Zhou, Yuyin; Bai, Song; Wang, Jianyu; Ren, Zhou; Yuille, Alan L.",Improving Transferability of Adversarial Examples With Input Diversity,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00284,https://ieeexplore.ieee.org/document/8953423/,"Though CNNs have achieved the state-of-the-art performance on various vision tasks, they are vulnerable to adversarial examples — crafted by adding human-imperceptible perturbations to clean images. However, most of the existing adversarial attacks only achieve relatively low success rates under the challenging black-box setting, where the attackers have no knowledge of the model structure and parameters. To this end, we propose to improve the transferability of adversarial examples by creating diverse input patterns. Instead of only using the original images to generate adversarial examples, our method applies random transformations to the input images at each iteration. Extensive experiments on ImageNet show that the proposed attack method can generate adversarial examples that transfer much better to different networks than existing baselines. By evaluating our method against top defense solutions and ofﬁcial baselines from NIPS 2017 adversarial competition, the enhanced attack reaches an average success rate of 73.0%, which outperforms the top-1 attack submission in the NIPS competition by a large margin of 6.6%. We hope that our proposed attack strategy can serve as a strong benchmark baseline for evaluating the robustness of networks to adversaries and the effectiveness of different defense methods in the future. Code is available at https: //github.com/cihangxie/DI-2-FGSM .",Jun-19,2020/7/19 7:19,2020/7/19 7:19,2020/7/19 7:19,2725-2734,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\JNYZCHVI\Xie 等。 - 2019 - Improving Transferability of Adversarial Examples .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
CPDWE9IU,conferencePaper,2019,"Xiao, Chaowei; Yang, Dawei; Li, Bo; Deng, Jia; Liu, Mingyan",MeshAdv: Adversarial Meshes for Visual Recognition,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00706,https://ieeexplore.ieee.org/document/8953197/,"Highly expressive models such as deep neural networks (DNNs) have been widely applied to various applications. However, recent studies show that DNNs are vulnerable to adversarial examples, which are carefully crafted inputs aiming to mislead the predictions. Currently, the majority of these studies have focused on perturbation added to image pixels, while such manipulation is not physically realistic. Some works have tried to overcome this limitation by attaching printable 2D patches or painting patterns onto surfaces, but can be potentially defended because 3D shape features are intact. In this paper, we propose meshAdv to generate “adversarial 3D meshes” from objects that have rich shape features but minimal textural variation. To manipulate the shape or texture of the objects, we make use of a differentiable renderer to compute accurate shading on the shape and propagate the gradient. Extensive experiments show that the generated 3D meshes are effective in attacking both classiﬁers and object detectors. We evaluate the attack under different viewpoints. In addition, we design a pipeline to perform black-box attack on a photorealistic renderer with unknown rendering parameters.",Jun-19,2020/7/19 7:29,2020/7/19 7:29,2020/7/19 7:29,6891-6900,,,,,,MeshAdv,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\Z3YQH6MG\Xiao 等。 - 2019 - MeshAdv Adversarial Meshes for Visual Recognition.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
QF6VCNE7,conferencePaper,2019,"Shao, Rui; Lan, Xiangyuan; Li, Jiawei; Yuen, Pong C.",Multi-Adversarial Discriminative Deep Domain Generalization for Face Presentation Attack Detection,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.01026,https://ieeexplore.ieee.org/document/8953226/,"Face presentation attacks have become an increasingly critical issue in the face recognition community. Many face anti-spooﬁng methods have been proposed, but they cannot generalize well on ”unseen” attacks. This work focuses on improving the generalization ability of face antispooﬁng methods from the perspective of the domain generalization. We propose to learn a generalized feature space via a novel multi-adversarial discriminative deep domain generalization framework. In this framework, a multiadversarial deep domain generalization is performed under a dual-force triplet-mining constraint. This ensures that the learned feature space is discriminative and shared by multiple source domains, and thus is more generalized to new face presentation attacks. An auxiliary face depth supervision is incorporated to further enhance the generalization ability. Extensive experiments on four public datasets validate the effectiveness of the proposed method.",Jun-19,2020/7/19 7:30,2020/7/19 7:30,2020/7/19 7:30,10015-10023,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\VBYE67GL\Shao 等。 - 2019 - Multi-Adversarial Discriminative Deep Domain Gener.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
7YMMMMW3,conferencePaper,2019,"He, Zhezhi; Rakin, Adnan Siraj; Fan, Deliang",Parametric Noise Injection: Trainable Randomness to Improve Deep Neural Network Robustness Against Adversarial Attack,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.00068,https://ieeexplore.ieee.org/document/8954187/,"Recent developments in the ﬁeld of Deep Learning have exposed the underlying vulnerability of Deep Neural Network (DNN) against adversarial examples. In image classiﬁcation, an adversarial example is a carefully modiﬁed image that is visually imperceptible to the original image but can cause DNN model to misclassify it. Training the network with Gaussian noise is an effective technique to perform model regularization, thus improving model robustness against input variation. Inspired by this classical method, we explore to utilize the regularization characteristic of noise injection to improve DNN’s robustness against adversarial attack. In this work, we propose ParametricNoise-Injection (PNI) 1 which involves trainable Gaussian noise injection at each layer on either activation or weights through solving the Min-Max optimization problem, embedded with adversarial training. These parameters are trained explicitly to achieve improved robustness. The extensive results show that our proposed PNI technique effectively improves the robustness against a variety of powerful whitebox and black-box attacks such as PGD, C & W, FGSM, transferable attack, and ZOO attack. Last but not the least, PNI method improves both clean- and perturbed-data accuracy in comparison to the state-of-the-art defense methods, which outperforms current unbroken PGD defense by 1.1 % and 6.8 % on clean- and perturbed- test data respectively, using ResNet-20 architecture.",Jun-19,2020/7/19 7:35,2020/7/19 7:35,2020/7/19 7:35,588-597,,,,,,Parametric Noise Injection,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\VEVSZTBS\He 等。 - 2019 - Parametric Noise Injection Trainable Randomness t.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
JRUETX65,conferencePaper,2019,"Zhao, Jake Junbo; Cho, Kyunghyun",Retrieval-Augmented Convolutional Neural Networks Against Adversarial Examples,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),978-1-72813-293-8,,10.1109/CVPR.2019.01183,https://ieeexplore.ieee.org/document/8953314/,"We propose a retrieval-augmented convolutional network (RaCNN) and propose to train it with local mixup, a novel variant of the recently proposed mixup algorithm. The proposed hybrid architecture combining a convolutional network and an off-the-shelf retrieval engine was designed to mitigate the adverse effect of off-manifold adversarial examples, while the proposed local mixup addresses on-manifold ones by explicitly encouraging the classiﬁer to locally behave linearly on the data manifold. Our evaluation of the proposed approach against seven readilyavailable adversarial attacks on three datasets–CIFAR-10, SVHN and ImageNet–demonstrate the improved robustness compared to a vanilla convolutional network, and comparable performance with the state-of-the-art reactive defense approaches.",Jun-19,2020/7/19 7:40,2020/7/19 7:40,2020/7/19 7:40,11555-11563,,,,,,,,,,,IEEE,"Long Beach, CA, USA",en,,,,,DOI.org (Crossref),,,,C:\Users\zhbli\Zotero\storage\32Z5AI6F\Zhao 和 Cho - 2019 - Retrieval-Augmented Convolutional Neural Networks .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,,,
