Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
4,"RMS Bashir, M Shahzad, MM Fraz","VR-PROUD: Vehicle re-identification using progressive unsupervised deep architecture",2019,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320319300147","https://scholar.google.com/scholar?cites=4617875611802296904&as_sdt=2005&sciodt=0,5&hl=en",792,"2020-02-26 15:55:41","","","","",,,,,4,4.00,1,3,1,"Vehicle re-identification (Re-ID) is one of the primary components of an automated visual surveillance system. It aims to automatically identify/search vehicles in a multi-camera network usually having non-overlapping field-of-views. Majority of the approaches dealing …"
4,"R Quispe, H Pedrini","Improved person re-identification based on saliency and semantic parsing with deep neural network models",2019,"Image and Vision Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0262885619301349","https://scholar.google.com/scholar?cites=5085672849804298454&as_sdt=2005&sciodt=0,5&hl=en",815,"2020-02-26 15:55:41","","","","",,,,,4,4.00,2,2,1,"Given a video or an image of a person acquired from a camera, person re-identification is the process of retrieving all instances of the same person from videos or images taken from a different camera with non-overlapping view. This task has applications in various fields …"
4,"E Chen, X Tang, B Fu","A modified pedestrian retrieval method based on faster R-CNN with integration of pedestrian detection and re-identification",2018,"2018 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8455703/","https://scholar.google.com/scholar?cites=17748275493793009875&as_sdt=2005&sciodt=0,5&hl=en",824,"2020-02-26 15:55:41","","","","",,,,,4,2.00,1,3,2,"In order to measure the similarity between two feature vectors more accurately, a linear combination of absolute difference and product of elements of two vectors is used in this paper to optimize distance function, along with a modified pedestrian retrieval framework …"
4,"M Xiong, D Chen, J Chen, J Chen, B Shi, ...","Person re-identification with multiple similarity probabilities using deep metric learning for efficient smart security applications",2019,"Journal of Parallel and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0743731517303076","https://scholar.google.com/scholar?cites=2372390929914083299&as_sdt=2005&sciodt=0,5&hl=en",827,"2020-02-26 15:55:41","","","","",,,,,4,4.00,1,6,1,"Surveillance video analysis plays a vital role in the daily operations of smart cities, which increasingly relies on person re-identification technology to sustain smart security applications. However, research challenges of re-identification remain especially in terms of …"
4,"A Nambiar, A Bernardino, JC Nascimento","Gait-based Person Re-identification: A Survey",2019,"ACM Computing Surveys …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3243043","https://scholar.google.com/scholar?cites=10435901577551080095&as_sdt=2005&sciodt=0,5&hl=en",841,"2020-02-26 15:55:41","","","","",,,,,4,4.00,1,3,1,"The way people walk is a strong correlate of their identity. Several studies have shown that both humans and machines can recognize individuals just by their gait, given that proper measurements of the observed motion patterns are available. For surveillance applications …"
4,"A Zheng, X Lin, C Li, R He, J Tang","Attributes guided feature learning for vehicle re-identification",2019,"arXiv preprint arXiv:1905.08997","arxiv.org","https://arxiv.org/abs/1905.08997","https://scholar.google.com/scholar?cites=5177713466867895142&as_sdt=2005&sciodt=0,5&hl=en",865,"2020-02-26 15:55:41","","","","",,,,,4,4.00,1,5,1,"Vehicle Re-ID has recently attracted enthusiastic attention due to its potential applications in smart city and urban surveillance. However, it suffers from large intra-class variation caused by view variations and illumination changes, and inter-class similarity especially for different …"
4,"J Miao, Y Wu, P Liu, Y Ding, ...","Pose-guided feature alignment for occluded person re-identification",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Miao_Pose-Guided_Feature_Alignment_for_Occluded_Person_Re-Identification_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=1885857454524965682&as_sdt=2005&sciodt=0,5&hl=en",904,"2020-02-26 15:55:41","","","","",,,,,4,4.00,1,5,1,"Persons are often occluded by various obstacles in person retrieval scenarios. Previous person re-identification (re-id) methods, either overlook this issue or resolve it based on an extreme assumption. To alleviate the occlusion problem, we propose to detect the occluded …"
4,"H Cai, Z Wang, J Cheng","Multi-scale body-part mask guided attention for person re-identification",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPRW_2019/html/TRMTMCT/Cai_Multi-Scale_Body-Part_Mask_Guided_Attention_for_Person_Re-Identification_CVPRW_2019_paper.html","https://scholar.google.com/scholar?cites=1170790168667779880&as_sdt=2005&sciodt=0,5&hl=en",932,"2020-02-26 15:55:41","","","","",,,,,4,4.00,1,3,1,"Person re-identification becomes a more and more important task due to its wide applications. In practice, person re-identification still remains challenging due to the variation of person pose, different lighting, occlusion, misalignment, background clutter, etc …"
4,"X Zhu, XY Jing, F Zhang, X Zhang, X You, X Cui","Distance learning by mining hard and easy negative samples for person re-identification",2019,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320319302389","https://scholar.google.com/scholar?cites=7868109528237004554&as_sdt=2005&sciodt=0,5&hl=en",944,"2020-02-26 15:55:41","","","","",,,,,4,4.00,1,6,1,"Distance learning is an effective technique for person re-identification. In practice, the hard negative samples usually contain more discriminative information than the easy negative samples. Therefore, it's necessary to investigate how to make full use of the discriminative …"
4,"Z Zhang, M Huang","Person re-identification based on heterogeneous part-based deep network in camera networks",2018,"IEEE Transactions on Emerging Topics in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8574024/","https://scholar.google.com/scholar?cites=11755851142807330083&as_sdt=2005&sciodt=0,5&hl=en",954,"2020-02-26 15:55:41","","","","",,,,,4,2.00,2,2,2,"In this paper, we propose a new deep learning model named heterogeneous part-based deep network for person re-identification in camera networks, which simultaneously learns the alignment and discrimination for parts of pedestrian images. Concretely, several parts …"
4,"A Khatun, S Denman, S Sridharan, ...","A deep four-stream siamese convolutional neural network with joint verification and identification loss for person re-detection",2018,"2018 IEEE Winter …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8354250/","https://scholar.google.com/scholar?cites=16538873205328342500&as_sdt=2005&sciodt=0,5&hl=en",984,"2020-02-26 15:55:41","","","","",,,,,4,2.00,1,4,2,"… denman, s.sridharan, c.fookes}@qut.edu.au Abstract State-of-the-art person re-identification systems that em- ploy a triplet based deep network suffer from a poor gener- alization capability. In this paper, we propose a four stream …"
4,"A Ulu, HK Ekenel","Convolutional neural network-based representation for person re-identification",2016,"2016 24th Signal Processing and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7495897/","https://scholar.google.com/scholar?cites=15006490062278674344&as_sdt=2005&sciodt=0,5&hl=en",989,"2020-02-26 15:55:41","","","","",,,,,4,1.00,2,2,4,"In this paper, using a general convolutional neural network (CNN) model, which was developed for object recognition, a successful system has been introduced for the person re-identification problem. To use this CNN model for the person re-identification problem …"
3,"NB Nguyen, VH Nguyen, TD Ngo, ...","Person re-identification with mutual re-ranking",2017,"Vietnam Journal of …","Springer","https://link.springer.com/article/10.1007/s40595-016-0093-x","https://scholar.google.com/scholar?cites=10285673236002818946&as_sdt=2005&sciodt=0,5&hl=en",652,"2020-02-26 15:55:41","HTML","","","",,,,,3,1.00,1,4,3,"Person re-identification is the problem of identifying people moving across cameras. Traditional approaches deal with this problem by pair-wise matching images recorded from two different cameras. A person in the second camera is identified by comparing his image …"
3,"E Poongothai, A Suruliandi","Features analysis of person re-identification techniques",2016,"2016 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7725330/","https://scholar.google.com/scholar?cites=8193643531364504126&as_sdt=2005&sciodt=0,5&hl=en",678,"2020-02-26 15:55:41","","","","",,,,,3,0.75,2,2,4,"Person re-identification across different surveillance cameras has become one of the recent and challenging task in the area of intelligent video surveillance system. Although many methods have been introduced for re-identification, certain issues like illumination, pose …"
3,"Z Li, Z Han, Q Ye","Person re-identification via adaboost ranking ensemble",2016,"2016 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7533165/","https://scholar.google.com/scholar?cites=8771446303478120536&as_sdt=2005&sciodt=0,5&hl=en",679,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,3,4,"Matching specific persons across scenes, known as person re-identification, is an important yet unsolved computer vision problem. Feature representation and metric learning are two fundamental factors in person re-identification. However, current person re-identification …"
3,"SK Karmaker Santu, V Bindschadler, CX Zhai, ...","NRF: A Naive re-identification framework",2018,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3267323.3268948","https://scholar.google.com/scholar?cites=14918283623978358466&as_sdt=2005&sciodt=0,5&hl=en",684,"2020-02-26 15:55:41","","","","",,,,,3,1.50,1,4,2,"The promise of big data relies on the release and aggregation of data sets. When these data sets contain sensitive information about individuals, it has been scalable and convenient to protect the privacy of these individuals by de-identification. However, studies show that the …"
3,"NB Nguyen, VH Nguyen, TN Duc, DA Duong","Using attribute relationships for person re-identification",2015,"Knowledge and Systems …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-11680-8_16","https://scholar.google.com/scholar?cites=7050083033235072874&as_sdt=2005&sciodt=0,5&hl=en",685,"2020-02-26 15:55:41","","","","",,,,,3,0.60,1,4,5,"Person re-identification is the problem of matching pedestrian images observed by different cameras in non-overlapping regions. Semantic features, also called attributes, have demonstrated to produce state-of-the-art performances in this problem. In existing works …"
3,"D Cheng, Y Gong, W Shi, S Zhang","Person re-identification by the asymmetric triplet and identification loss function",2018,"Multimedia Tools and Applications","Springer","https://link.springer.com/article/10.1007/s11042-017-5182-z","https://scholar.google.com/scholar?cites=2490147749777773457&as_sdt=2005&sciodt=0,5&hl=en",697,"2020-02-26 15:55:41","","","","",,,,,3,1.50,1,4,2,"Person re-identification (re-id) aims to match the same individuals across different non-overlapping camera views. In this paper, we analyze the effectiveness of two widely used triplet loss and softmax loss on person re-id task. We conclude that the triplet loss function is …"
3,"T Rahman, M Rochan, Y Wang","Person Re-Identification by Localizing Discriminative Regions.",2017,"BMVC","researchgate.net","https://www.researchgate.net/profile/Tanzila_Rahman3/publication/321481659_Person_Re-Identification_by_Localizing_Discriminative_Regions/links/5d093458458515ea1a70992d/Person-Re-Identification-by-Localizing-Discriminative-Regions.pdf","https://scholar.google.com/scholar?cites=5683271562112294889&as_sdt=2005&sciodt=0,5&hl=en",700,"2020-02-26 15:55:41","PDF","","","",,,,,3,1.00,1,3,3,"Person re-identification is a challenging task of matching a person's image across multiple images captured from different camera views. Recently, deep learning based approaches have been proposed that show promising performance on this task. However, most of these …"
3,"JB Boin, A Araujo, B Girod","Recurrent neural networks for person re-identification revisited",2019,"2019 IEEE Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8695333/","https://scholar.google.com/scholar?cites=16071853673678520351&as_sdt=2005&sciodt=0,5&hl=en",702,"2020-02-26 15:55:41","","","","",,,,,3,3.00,1,3,1,"The task of person re-identification has recently received rising attention due to the high performance achieved by new methods based on deep learning. In particular, in the context of video-based re-identification, many state-of-the-art works have explored the use of …"
3,"SBP Carr","Deep spatial pyramid for person re-identification",2017,"2017 14th IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8078492/","https://scholar.google.com/scholar?cites=1387648497826135800&as_sdt=2005&sciodt=0,5&hl=en",703,"2020-02-26 15:55:41","","","","",,,,,3,1.00,3,1,3,"Re-identification refers to the task of finding the same subject across a network of surveillance cameras. This task must deal with appearance changes caused by variations in illumination, a person's pose, camera viewing angle and background clutter. State-of-the-art …"
3,"VE Liong, Y Ge, J Lu","Discriminative regularized metric learning for person re-identification",2015,"2015 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7139075/","https://scholar.google.com/scholar?cites=11939919014099397891&as_sdt=2005&sciodt=0,5&hl=en",704,"2020-02-26 15:55:41","","","","",,,,,3,0.60,1,3,5,"Person re-identification aims to match people across non-overlapping cameras, and recent advances have shown that metric learning is an effective technique for person re-identification. However, most existing metric learning methods suffer from the small sample …"
3,"J Zhuo, J Zhu, J Lai, X Xie","Person re-identification on heterogeneous camera network",2017,"CCF Chinese Conference on Computer Vision","Springer","https://link.springer.com/chapter/10.1007/978-981-10-7305-2_25","https://scholar.google.com/scholar?cites=8544063037432638026&as_sdt=2005&sciodt=0,5&hl=en",706,"2020-02-26 15:55:41","","","","",,,,,3,1.00,1,4,3,"Person re-identification (re-id) aims at matching person images across multiple surveillance cameras. Currently, most re-id systems highly rely on color cues, which are only effective in good illumination conditions, but fail in low lighting conditions. However, for security issues …"
3,"A Rahimpour, H Qi","Attention-based few-shot person re-identification using meta learning",2018,"arXiv preprint arXiv:1806.09613","arxiv.org","https://arxiv.org/abs/1806.09613","https://scholar.google.com/scholar?cites=8438593313168159937&as_sdt=2005&sciodt=0,5&hl=en",710,"2020-02-26 15:55:41","","","","",,,,,3,1.50,2,2,2,"In this paper, we investigate the challenging task of person re-identification from a new perspective and propose an end-to-end attention-based architecture for few-shot re-identification through meta-learning. The motivation for this task lies in the fact that humans …"
3,"J Wang, Y Li, Z Miao","Siamese cosine network embedding for person re-identification",2017,"CCF Chinese Conference on Computer Vision","Springer","https://link.springer.com/chapter/10.1007/978-981-10-7305-2_31","https://scholar.google.com/scholar?cites=11747639743466068801&as_sdt=2005&sciodt=0,5&hl=en",712,"2020-02-26 15:55:41","","","","",,,,,3,1.00,1,3,3,"In person re-identification, feature embedding is the key point for new coming identities. Most state-of-the-art models adopt the features learned by convolutional neural networks (CNNs) to do similarity comparison. However, the learned features are not good enough for …"
3,"H El-Alfy, D Muramatsu, Y Teranishi, ...","A visual surveillance system for person re-identification",2017,"… on Quality Control …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10338/103380D/A-visual-surveillance-system-for-person-re-identification/10.1117/12.2266509.short","https://scholar.google.com/scholar?cites=15075701004340066921&as_sdt=2005&sciodt=0,5&hl=en",713,"2020-02-26 15:55:41","","","","",,,,,3,1.00,1,4,3,"We attempt the problem of autonomous surveillance for person re-identification. This is an active research area, where most recent work focuses on the open challenges of re-identification, independently of prerequisites of detection and tracking. In this paper, we are …"
3,"H Sheng, B Zhang, Y Huang, Y Zheng, ...","Discriminative dictionary learning sparse coding for person re-identification",2016,"2016 IEEE Intelligent …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7535564/","https://scholar.google.com/scholar?cites=2865293459735303090&as_sdt=2005&sciodt=0,5&hl=en",715,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,5,4,"Person re-identification is one of the most important issues in intelligent transportation systems. Recently, the widespread availability of cameras and a growing need for public safety have increasingly motivated interest in the problem of person re-identification in multi …"
3,"S Bai, Y Li, Y Zhou, Q Li, PHS Torr","Adversarial metric attack for person re-identification",2019,"arXiv preprint arXiv:1901.10650","arxiv.org","https://arxiv.org/abs/1901.10650","https://scholar.google.com/scholar?cites=10232725586087319188&as_sdt=2005&sciodt=0,5&hl=en",719,"2020-02-26 15:55:41","","","","",,,,,3,3.00,1,5,1,"Person re-identification (re-ID) has attracted much attention recently due to its great importance in video surveillance. In general, distance metrics used to identify two person images are expected to be robust under various appearance changes. However, our work …"
3,"J Liu, C Liang, M Ye, Z Wang, Y Yang, Z Han, ...","Person re-identification via attribute confidence and saliency",2015,"Pacific Rim Conference …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-24075-6_57","https://scholar.google.com/scholar?cites=868802072472677502&as_sdt=2005&sciodt=0,5&hl=en",720,"2020-02-26 15:55:41","","","","",,,,,3,0.60,0,7,5,"Person re-identification is a problem of recognising and associating persons across different cameras. Existing methods usually take visual appearance features to address this issue, while the visual descriptions are sensitive to the environment variation. Relatively, the …"
3,"M Song, S Gong, C Liu, Y Ji, ...","Person re-identification by improved local maximal occurrence with color names",2015,"2015 8th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7407963/","https://scholar.google.com/scholar?cites=2484913272847200526&as_sdt=2005&sciodt=0,5&hl=en",722,"2020-02-26 15:55:41","","","","",,,,,3,0.60,1,5,5,"Person re-identification is the task of associating people across cameras with non-overlapping view field. Two key aspects of Person re-identification are the feature representation and metric learning. The feature representation employed should be both …"
3,"J Si, H Zhang, CG Li","Regularization in metric learning for person re-identification",2015,"2015 IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7351214/","https://scholar.google.com/scholar?cites=728223355581966103&as_sdt=2005&sciodt=0,5&hl=en",723,"2020-02-26 15:55:41","","","","",,,,,3,0.60,1,3,5,"Metric learning plays a critical role in person re-identification problem. Unfortunately, due to the small size of training data, the metric learning used in this scenario suffers from over-fitting which leads to degenerated performance. In this paper, we investigate the effect of …"
3,"AG Hauptmann, Y Yang, L Zheng","Person re-identification: Past, present and future",2016,"","opus.lib.uts.edu.au","https://opus.lib.uts.edu.au/handle/10453/118051","https://scholar.google.com/scholar?cites=10311887356154304182&as_sdt=2005&sciodt=0,5&hl=en",724,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,3,4,"Person re-identification (re-ID) has become increasingly popular in the community due to its application and research significance. It aims at spotting a person of interest in other cameras. In the early days, hand-crafted algorithms and small-scale evaluation were …"
3,"Y Ge, X Gu, M Chen, H Wang, ...","Deep multi-metric learning for person re-identification",2018,"2018 IEEE international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8486502/","https://scholar.google.com/scholar?cites=16275443760078258482&as_sdt=2005&sciodt=0,5&hl=en",725,"2020-02-26 15:55:41","","","","",,,,,3,1.50,1,5,2,"In this paper, to exploit more discriminative information of the global-body and body-parts features, we present a novel deep multi-metric learning (DMML) network for person re-identification under the triplet framework. The main novelty of our learning framework lies in …"
3,"M Jiang, Y Yuan, Q Wang","Asymmetric cross-view dictionary learning for person re-identification",2017,"2017 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7952352/","https://scholar.google.com/scholar?cites=2846690889188226807&as_sdt=2005&sciodt=0,5&hl=en",726,"2020-02-26 15:55:41","","","","",,,,,3,1.00,1,3,3,"Person re-identification is a critical yet challenging task in video surveillance which intends to match people over non-overlapping cameras. Most metric learning algorithms for person re-identification use symmetric matrix to project feature vectors into the same subspace to …"
3,"L Wu, J Wang, G Zhu, M Xu, H Lu","Person re-identification via rich color-gradient feature",2016,"2016 IEEE International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7552869/","https://scholar.google.com/scholar?cites=9513038122444231181&as_sdt=2005&sciodt=0,5&hl=en",727,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,5,4,"Person re-identification refers to match the same pedestrian across disjoint views in non-overlapping camera networks. Lots of local and global features in the literature are put forward to solve the matching problem, where color feature is robust to viewpoint variance …"
3,"P Mantini, SK Shah","Person re-identification using geometry constrained human trajectory modeling",2015,"2015 IEEE International Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7225275/","https://scholar.google.com/scholar?cites=3128938026815120204&as_sdt=2005&sciodt=0,5&hl=en",728,"2020-02-26 15:55:41","","","","",,,,,3,0.60,2,2,5,"Person re-identification (re-ID) is the ability to associate the identity of a person observed at one time and location with the same subject when acquired at a different time and location. Trajectory forecasting is the task of predicting the likely path that a person might take to …"
3,"AR Lejbølle, K Nasrollahi, TB Moeslund","Late fusion in part-based person re-identification",2017,"Proceedings of the 9th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3055635.3056640","https://scholar.google.com/scholar?cites=11681323306710540805&as_sdt=2005&sciodt=0,5&hl=en",731,"2020-02-26 15:55:41","","","","",,,,,3,1.00,1,3,3,"In person re-identification, the purpose is to match persons across, typically, non-overlapping cameras. This introduces challenges such as occlusion and changes in view and lighting. In order to overcome these challenges, discriminative features are extracted …"
3,"X Deng, B Ma, H Chang, S Shan, X Chen","Deep second-order Siamese network for pedestrian re-identification",2016,"Asian Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-54184-6_20","https://scholar.google.com/scholar?cites=4450273715903605442&as_sdt=2005&sciodt=0,5&hl=en",732,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,5,4,"Typical pedestrian re-identification system consists of feature extraction and similarity learning modules. The learning methods involved in the two modules are usually designed separately, which makes them sub-optimal to each other, let alone to the re-identification …"
3,"D Chen, ZJ Zha, J Liu, H Xie, Y Zhang","Temporal-contextual attention network for video-based person re-identification",2018,"Pacific Rim Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-00776-8_14","https://scholar.google.com/scholar?cites=6121558385010816998&as_sdt=2005&sciodt=0,5&hl=en",738,"2020-02-26 15:55:41","","","","",,,,,3,1.50,1,5,2,"Video-based person re-identification aims to identify a specific person in surveillance videos from different cameras. This paper presents a new Temporal-Contextual Attention Network (TCA-Net) for person re-identification in videos. The TCA-Net exploits temporally local …"
3,"H Dong, P Lu, C Liu, Y Ji, S Gong","Learning multiple kernel metrics for iterative person re-identification",2018,"ACM Transactions on Multimedia …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3234929","https://scholar.google.com/scholar?cites=14503278974889661941&as_sdt=2005&sciodt=0,5&hl=en",740,"2020-02-26 15:55:41","","","","",,,,,3,1.50,1,5,2,"In person re-identification most metric learning methods learn from training data only once, and then they are deployed for testing. Although impressive performance has been achieved, the discriminative information from successfully identified test samples are …"
3,"X Ye, W Zhou, L Dong","Body part-based person re-identification integrating semantic attributes",2019,"Neural Processing Letters","Springer","https://link.springer.com/article/10.1007/s11063-018-9887-4","https://scholar.google.com/scholar?cites=3264101226888203903&as_sdt=2005&sciodt=0,5&hl=en",741,"2020-02-26 15:55:41","","","","",,,,,3,3.00,1,3,1,"Person re-identification is an important task to match pedestrian images from disjointed camera views. Most existing approaches seek a target by learning a global ranking model with the entire information of the image, which ignores the individuality of each person and …"
3,"J Li, S Zhang, Q Tian, M Wang, ...","Pose-guided representation learning for person re-identification",2019,"IEEE transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8764426/","https://scholar.google.com/scholar?cites=5212896373001038285&as_sdt=2005&sciodt=0,5&hl=en",743,"2020-02-26 15:55:41","","","","",,,,,3,3.00,1,5,1,"The large pose variations and misalignment errors exhibited by person images significantly increase the difficulty of person Re-Identification (ReID). Existing works commonly apply extra operations like pose estimation, part segmentation, etc., to alleviate those issues and …"
3,"S Ksibi, M Mejdoub, CB Amar","Person re-identification based on combined gaussian weighted fisher vectors",2016,"2016 IEEE/ACS 13th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7945651/","https://scholar.google.com/scholar?cites=10265623788011757856&as_sdt=2005&sciodt=0,5&hl=en",745,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,3,4,"Recognizing the same person across multiple potentially non-overlapping cameras, known as Person re-identification, is a fundamental challenging task in Computer Vision. This is due to the important challenges that it proposes, like large view angle, pose, background …"
3,"Y Zhang, W Wang, J Wang","Deep discriminative network with inception module for person re-identification",2017,"2017 IEEE Visual Communications …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8305028/","https://scholar.google.com/scholar?cites=11182575104490497464&as_sdt=2005&sciodt=0,5&hl=en",747,"2020-02-26 15:55:41","","","","",,,,,3,1.00,1,3,3,"Convolutional neural networks have been verified to be exceptionally powerful on extracting semantic features, which contribute to a great progress in computer vision. However, focusing too much on the superiority, researchers seem to pay less attention to exploring …"
3,"R Chu, Y Sun, Y Li, Z Liu, C Zhang, ...","Vehicle re-identification with viewpoint-aware metric learning",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Chu_Vehicle_Re-Identification_With_Viewpoint-Aware_Metric_Learning_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=10036770022658108565&as_sdt=2005&sciodt=0,5&hl=en",748,"2020-02-26 15:55:41","","","","",,,,,3,3.00,1,6,1,"This paper considers vehicle re-identification (re-ID) problem. The extreme viewpoint variation (up to 180 degrees) poses great challenges for existing approaches. Inspired by the behavior in human's recognition process, we propose a novel viewpoint-aware metric …"
3,"D Wu, K Zhang, SJ Zheng, YT Hao, ...","Random Occlusion Recovery for Person Re-identification",2019,"Journal of Imaging …","ingentaconnect.com","https://www.ingentaconnect.com/content/ist/jist/2019/00000063/00000003/art00006","https://scholar.google.com/scholar?cites=15229808546122305215&as_sdt=2005&sciodt=0,5&hl=en",749,"2020-02-26 15:55:41","","","","",,,,,3,3.00,1,5,1,"As a basic task of multi-camera surveillance system, person re-identification aims to re-identify a query pedestrian observed from non-overlapping multiple cameras or across different time with a single camera. Recently, deep learning-based person re-identification …"
3,"J Wang, J Zhu, Z Wang, C Gao, ...","Contextual similarity regularized metric learning for person re-identification",2016,"2016 23rd …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7899937/","https://scholar.google.com/scholar?cites=4636903062003683051&as_sdt=2005&sciodt=0,5&hl=en",750,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,5,4,"Person re-identification, aiming to match a specific person among non-overlapping cameras, has attracted plenty of attention in recent years. It can be regarded as a visual retrieval task, namely given a query person image, ranking all gallery images according to their similarities …"
3,"B Gao, M Zeng, S Xu, F Sun, J Guo","Person re-identification with discriminatively trained viewpoint invariant orthogonal dictionaries",2016,"Electronics Letters","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7728337/","https://scholar.google.com/scholar?cites=8406559931313192872&as_sdt=2005&sciodt=0,5&hl=en",751,"2020-02-26 15:55:41","","","","",,,,,3,0.75,1,5,4,"A novel and efficient method for person re-identification based on orthogonal dictionary learning is proposed. The orthogonal dictionary exhibits extraordinary discriminative power than the classical dictionary learning. It is learned with the help of convex optimisation and …"
3,"C Chen, M Cao, X Hu, S Peng","Key person aided re-identification in partially ordered pedestrian set",2018,"arXiv preprint arXiv:1805.10017","arxiv.org","https://arxiv.org/abs/1805.10017","https://scholar.google.com/scholar?cites=3410126435166476324&as_sdt=2005&sciodt=0,5&hl=en",753,"2020-02-26 15:55:41","","","","",,,,,3,1.50,1,4,2,"Ideally person re-identification seeks for perfect feature representation and metric model that re-identify all various pedestrians well in non-overlapping views at different locations with different camera configurations, which is very challenging. However, in most pedestrian sets …"
3,"X Zhu, A Bhuiyan, ML Mekhalfi, ...","Exploiting gaussian mixture importance for person re-identification",2017,"2017 14th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8078470/","https://scholar.google.com/scholar?cites=10868885246433419930&as_sdt=2005&sciodt=0,5&hl=en",754,"2020-02-26 15:55:41","","","","",,,,,3,1.00,1,4,3,"Person re-identification (ReID) stands for the task of determining the co-occurrence of individuals across a network of cameras with disjoint viewfields. The relevant literature documents a plausible number of contributions so far. KISS metric learning is an effective …"
3,"C Chen, M Qi, N Yang, W Li, J Jiang","Optimizing multi-granularity region similarity for person re-identification",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8598715/","https://scholar.google.com/scholar?cites=5365405241955937129&as_sdt=2005&sciodt=0,5&hl=en",756,"2020-02-26 15:55:41","","","","",,,,,3,3.00,1,5,1,"Person re-identification (re-id) is one of the hottest research topics due to its great value in video analysis applications, such as indoor security and road surveillance. It has been verified as beneficial for re-id to joint global and local features in the recent literature …"
3,"S Bąk, P Carr","Deep deformable patch metric learning for person re-identification",2017,"IEEE Transactions on Circuits and Systems for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8076890/","https://scholar.google.com/scholar?cites=18367658411853905437&as_sdt=2005&sciodt=0,5&hl=en",758,"2020-02-26 15:55:41","","","","",,,,,3,1.00,2,2,3,"The methodology for finding the same individual in a network of cameras must deal with significant changes in appearance caused by variations in illumination, viewing angle, and a person's pose. Re-identification requires solving two fundamental problems: 1) determining …"
